,Unnamed: 0,LotFrontage,LotArea,BldgType,HouseStyle,OverallCond,YearBuilt,RoofStyle,RoofMatl,Foundation,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PoolArea,YrSold,TotalSF,TotalBathSum,SalePrice
356,356,60.0,9248,1Fam,1Story,6,1992,Gable,CompShg,PConc,Gd,Y,3,1,6,Typ,0,2,400,0,2009,2325,3.0,173000
357,357,44.0,4224,TwnhsE,1Story,5,1976,Gable,CompShg,PConc,TA,Y,3,1,6,Typ,1,2,528,0,2007,2284,2.5,134000
358,358,92.0,6930,1Fam,SLvl,4,1958,Hip,CompShg,CBlock,Ex,Y,3,1,6,Min2,0,1,288,0,2006,2414,1.5,130000
359,359,78.0,12011,1Fam,2Story,5,1998,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,592,0,2006,3010,3.5,280000
360,360,60.0,7540,1Fam,SFoyer,6,1978,Gable,CompShg,CBlock,Ex,Y,2,1,5,Typ,1,2,470,0,2007,1800,2.0,156000
361,361,60.0,9144,1Fam,1.5Fin,5,1940,Gable,CompShg,CBlock,Gd,Y,3,1,8,Typ,0,1,240,0,2008,2388,2.0,145000
362,362,64.0,7301,1Fam,SFoyer,5,2003,Gable,CompShg,Slab,Ex,Y,4,1,7,Typ,1,2,672,0,2009,1922,3.0,198500
363,363,21.0,1680,Twnhs,2Story,8,1972,Gable,CompShg,CBlock,Gd,Y,2,1,5,Typ,0,1,264,0,2009,1470,1.5,118000
364,364,60.0,18800,1Fam,2Story,5,1976,Gable,CompShg,PConc,TA,Y,3,1,6,Typ,1,2,566,0,2006,2370,3.5,190000
365,365,59.0,10690,1Fam,2Story,7,1920,Hip,CompShg,CBlock,Gd,Y,3,1,6,Typ,0,1,468,0,2009,2016,1.0,147000
366,366,60.0,9500,1Fam,1Story,5,1963,Gable,CompShg,CBlock,Gd,Y,3,1,6,Typ,2,2,514,0,2009,2788,2.5,159000
367,367,101.0,9150,1Fam,SLvl,5,1962,Gable,Tar&Grv,CBlock,Gd,Y,3,1,6,Typ,1,1,296,0,2008,2530,1.5,165000
368,368,78.0,7800,1Fam,1Story,6,1954,Gable,CompShg,PConc,Gd,Y,2,1,7,Typ,1,1,244,0,2010,2536,1.0,132000
369,369,60.0,9830,1Fam,1Story,7,1959,Gable,CompShg,CBlock,Ex,Y,3,1,7,Typ,1,2,576,0,2010,2350,2.0,162000
370,370,60.0,8121,1Fam,2Story,5,2000,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,460,0,2006,2617,2.5,172400
371,371,80.0,17120,1Fam,1.5Fin,4,1959,Gable,CompShg,CBlock,TA,Y,4,1,7,Min2,1,2,680,0,2008,1588,2.0,134432
372,372,50.0,7175,TwnhsE,1Story,5,1984,Gable,CompShg,CBlock,TA,Y,2,1,4,Typ,0,1,264,0,2010,1496,2.0,125000
373,373,79.0,10634,1Fam,1Story,6,1953,Gable,CompShg,PConc,TA,Y,3,1,5,Min2,0,1,270,0,2009,1927,2.0,123000
374,374,65.0,8200,1Fam,2Story,5,2003,Gable,CompShg,PConc,Ex,Y,4,1,8,Typ,1,2,434,0,2007,2775,2.5,219500
375,375,60.0,10020,1Fam,1Story,1,1922,Gable,CompShg,BrkTil,Gd,N,1,1,4,Maj1,0,0,0,0,2009,1587,1.5,61000
376,376,57.0,8846,1Fam,SFoyer,5,1996,Gable,CompShg,PConc,Ex,Y,2,1,5,Typ,0,2,576,0,2006,1784,1.0,148000
377,377,102.0,11143,1Fam,2Story,5,2004,Gable,CompShg,PConc,Ex,Y,4,1,8,Typ,1,2,610,0,2007,4046,3.0,340000
378,378,88.0,11394,1Fam,1Story,2,2010,Hip,CompShg,PConc,Ex,Y,1,1,8,Typ,1,3,834,0,2010,3712,2.5,394432
379,379,60.0,8123,1Fam,2Story,5,2000,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,463,0,2009,2782,2.5,179000
380,380,50.0,5000,1Fam,1.5Fin,6,1924,Gable,CompShg,BrkTil,TA,Y,3,1,6,Typ,1,1,308,0,2010,2717,2.0,127000
381,381,60.0,7200,1Fam,1Story,5,2006,Gable,CompShg,PConc,Ex,Y,2,1,5,Typ,1,2,572,0,2006,2594,3.0,187750
382,382,79.0,9245,1Fam,2Story,5,2006,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,0,2,639,0,2007,2736,2.5,213500
383,383,60.0,9000,1Fam,1.5Unf,3,1928,Gable,CompShg,BrkTil,TA,N,2,1,5,Typ,0,2,360,0,2009,1568,1.0,76000
384,384,60.0,53107,1Fam,2Story,5,1992,Gable,CompShg,PConc,Ex,Y,3,1,9,Typ,2,2,501,0,2007,3533,3.5,240000
385,385,43.0,3182,TwnhsE,1Story,5,2004,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,430,0,2010,2525,2.0,192000
386,386,58.0,8410,1Fam,1.5Fin,3,1910,Gambrel,CompShg,PConc,TA,Y,5,1,8,Typ,0,0,0,0,2006,1842,1.0,81000
387,387,72.0,7200,1Fam,SLvl,6,1976,Hip,CompShg,CBlock,Ex,Y,3,1,6,Typ,1,1,352,0,2009,2166,2.0,125000
388,388,93.0,9382,1Fam,1Story,5,1999,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,577,0,2008,2947,2.0,191000
389,389,96.0,12474,1Fam,2Story,5,2007,Gable,CompShg,PConc,Ex,Y,3,1,9,Typ,1,3,846,0,2008,4014,3.5,426000
390,390,50.0,8405,1Fam,1.5Fin,8,1900,Gable,CompShg,BrkTil,Ex,Y,4,1,7,Typ,0,1,384,0,2008,2228,2.0,119000
391,391,71.0,12209,1Fam,2Story,5,2001,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,560,0,2009,2765,3.5,215000
392,392,60.0,8339,1Fam,1Story,7,1959,Gable,CompShg,Slab,TA,Y,3,1,5,Typ,0,1,294,0,2007,882,1.0,106500
393,393,60.0,7446,1Fam,1Story,5,1941,Gable,CompShg,CBlock,TA,Y,2,1,4,Typ,2,0,0,0,2006,1576,1.0,100000
394,394,60.0,10134,1Fam,1.5Fin,6,1940,Gable,CompShg,CBlock,Gd,Y,2,1,5,Typ,0,1,240,0,2007,1769,1.0,109000
395,395,68.0,9571,1Fam,1Story,6,1956,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,0,1,596,0,2010,2288,2.0,129000
396,396,60.0,7200,1Fam,1Story,5,1972,Hip,CompShg,CBlock,TA,Y,2,1,6,Typ,0,2,600,0,2009,1788,1.0,123000
397,397,69.0,7590,1Fam,2Story,5,1962,Gable,CompShg,CBlock,TA,Y,4,1,8,Typ,1,1,264,0,2007,2676,2.0,169500
398,398,60.0,8967,1Fam,1Story,2,1920,Gable,CompShg,BrkTil,Gd,Y,2,1,6,Maj2,0,1,338,0,2007,2038,1.0,67000
399,399,65.0,8125,1Fam,2Story,5,2006,Gable,CompShg,PConc,Ex,Y,2,1,7,Typ,0,2,438,0,2009,2642,3.0,241000
400,400,38.0,14963,TwnhsE,1Story,5,1996,Gable,CompShg,PConc,Ex,Y,1,1,4,Typ,2,2,500,0,2008,2548,2.5,245500
401,401,65.0,8767,1Fam,1Story,5,2005,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,2,400,0,2006,2620,2.0,164990
402,402,60.0,10200,1Fam,1Story,8,1940,Gable,CompShg,PConc,Ex,Y,2,1,4,Typ,0,1,240,0,2008,1344,1.0,108000
403,403,93.0,12090,1Fam,2Story,5,1998,Hip,CompShg,PConc,Gd,Y,4,1,10,Typ,1,2,420,0,2006,3404,2.5,258000
404,404,60.0,10364,1Fam,2Story,5,1995,Gable,CompShg,PConc,Gd,Y,3,1,7,Typ,1,2,373,0,2007,2378,2.5,168000
405,405,60.0,9991,1Fam,1Story,4,1976,Gable,CompShg,CBlock,Ex,Y,3,1,8,Min1,1,2,490,0,2009,2901,3.0,150000
406,406,51.0,10480,1Fam,1.5Fin,5,1936,Gable,CompShg,BrkTil,Ex,Y,3,1,6,Maj2,0,1,240,0,2008,2230,1.0,115000
407,407,63.0,15576,1Fam,2Story,7,1915,Gable,CompShg,BrkTil,Ex,Y,4,1,8,Typ,0,1,308,0,2008,2520,2.0,177000
408,408,109.0,14154,1Fam,2Story,5,2006,Gable,CompShg,PConc,Ex,Y,3,1,9,Typ,1,3,947,0,2007,3235,2.5,280000
409,409,85.0,10800,1Fam,2Story,5,2007,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,836,0,2008,3112,3.5,339750
410,410,68.0,9571,1Fam,1Story,3,1958,Gable,CompShg,CBlock,TA,Y,3,1,5,Mod,0,1,350,0,2009,2552,1.0,60000
411,411,100.0,34650,2fmCon,1Story,5,1955,Hip,CompShg,CBlock,TA,N,3,1,5,Typ,0,2,572,0,2006,2112,2.0,145000
412,412,60.0,4403,1Fam,1Story,5,2009,Gable,CompShg,PConc,Ex,Y,2,1,7,Typ,1,2,484,0,2010,2948,3.5,222000
413,413,56.0,8960,1Fam,1Story,6,1927,Gable,CompShg,CBlock,Gd,Y,2,1,5,Typ,1,2,360,0,2010,2036,1.0,115000
414,414,59.0,11228,1Fam,2Story,5,1993,Gable,CompShg,PConc,Ex,Y,3,1,9,Typ,1,3,678,0,2008,3177,3.0,228000
415,415,73.0,8899,1Fam,1Story,5,2007,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,396,0,2007,2680,2.0,181134
416,416,74.0,7844,1Fam,2Story,7,1978,Hip,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,440,0,2006,2072,1.5,149500
417,417,86.0,22420,1Fam,2Story,6,1918,Hip,CompShg,BrkTil,TA,N,4,1,10,Typ,1,3,864,0,2007,3994,3.5,239000
418,418,60.0,8160,1Fam,1.5Fin,6,1940,Gable,CompShg,BrkTil,Fa,N,3,1,7,Typ,0,1,240,0,2007,1890,2.5,126000
419,419,65.0,8450,1Fam,1Story,6,1968,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,1,1,304,0,2010,2112,2.0,142000
420,420,78.0,7060,Duplex,SFoyer,5,1997,Gable,CompShg,PConc,Ex,Y,2,2,8,Typ,0,4,784,0,2008,2688,4.0,206300
421,421,60.0,16635,1Fam,1Story,7,1977,Gable,CompShg,CBlock,Gd,Y,3,1,8,Typ,1,2,529,0,2009,3204,2.5,215000
422,422,100.0,21750,1Fam,1Story,5,1954,Hip,CompShg,CBlock,Ex,Y,2,1,4,Typ,0,2,520,0,2008,1976,1.0,113000
423,423,80.0,9200,1Fam,2Story,5,1998,Gable,CompShg,PConc,Gd,Y,4,1,8,Typ,1,3,696,0,2008,4100,3.5,315000
424,424,72.0,9000,1Fam,1Story,5,1956,Gable,CompShg,CBlock,Gd,Y,2,1,6,Typ,1,1,297,0,2008,2392,2.0,139000
425,425,60.0,3378,1Fam,2Story,8,1946,Gable,CompShg,CBlock,Gd,Y,3,1,6,Typ,2,1,240,0,2009,2040,1.5,135000
426,426,60.0,12800,1Fam,SLvl,5,1989,Gable,CompShg,PConc,Gd,Y,2,1,5,Typ,1,2,569,0,2009,3162,3.5,275000
427,427,77.0,8593,1Fam,1Story,6,1957,Hip,CompShg,CBlock,Ex,Y,3,1,5,Typ,0,1,352,0,2008,1814,1.0,109008
428,428,64.0,6762,1Fam,1Story,5,2007,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,0,2,628,0,2007,2416,3.0,195400
429,429,130.0,11457,1Fam,1Story,5,1988,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,576,0,2009,2804,3.0,175000
430,430,21.0,1680,Twnhs,2Story,5,1971,Gable,CompShg,CBlock,TA,Y,2,1,4,Typ,0,1,264,0,2008,1470,1.5,85400
431,431,60.0,5586,1Fam,1.5Fin,7,1920,Gable,CompShg,BrkTil,Gd,Y,4,1,7,Typ,0,0,0,0,2008,2099,1.0,79900
432,432,24.0,1920,TwnhsE,2Story,5,1971,Gable,CompShg,CBlock,Ex,Y,2,1,6,Min1,0,2,440,0,2007,2130,2.5,122500
433,433,100.0,10839,1Fam,2Story,5,1997,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,470,0,2008,2530,2.5,181000
434,434,21.0,1890,Twnhs,SFoyer,7,1972,Gable,CompShg,CBlock,Gd,Y,1,1,3,Typ,0,0,0,0,2008,1260,2.0,81000
435,435,43.0,10667,1Fam,2Story,6,1996,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,2,550,0,2009,2460,3.5,212000
436,436,40.0,4400,1Fam,1.5Fin,8,1920,Gable,CompShg,BrkTil,TA,Y,2,1,6,Typ,0,2,440,0,2006,1766,1.0,116000
437,437,50.0,6000,1Fam,1.5Unf,7,1926,Gable,CompShg,PConc,Gd,Y,2,1,4,Typ,0,1,180,0,2009,1788,1.0,119000
438,438,40.0,4280,1Fam,1Story,6,1913,Gable,CompShg,PConc,TA,N,2,1,4,Typ,1,1,352,0,2007,1134,1.0,90350
439,439,67.0,12354,1Fam,1.5Fin,8,1920,Gable,CompShg,BrkTil,Gd,Y,3,1,7,Typ,0,2,528,0,2009,1880,1.0,110000
440,440,105.0,15431,1Fam,1Story,5,2008,Hip,CompShg,PConc,Ex,Y,2,1,10,Typ,2,3,672,0,2009,5496,3.0,555000
441,441,92.0,12108,Duplex,1Story,4,1955,Gable,CompShg,CBlock,TA,N,4,2,8,Typ,0,0,0,0,2008,2880,2.0,118000
442,442,52.0,6240,1Fam,1.5Fin,7,1930,Gable,CompShg,PConc,TA,Y,3,1,8,Typ,1,2,360,0,2008,2651,2.0,162900
443,443,53.0,3922,TwnhsE,1Story,5,2006,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,1,3,648,0,2007,2516,2.0,172500
444,444,70.0,8750,1Fam,2Story,5,1994,Gable,CompShg,PConc,Ex,Y,4,1,8,Typ,1,2,493,0,2008,2823,3.5,210000
445,445,73.0,9855,1Fam,1Story,5,1956,Hip,CompShg,CBlock,Fa,Y,3,1,7,Typ,1,2,480,0,2009,3125,1.0,127500
446,446,137.0,16492,1Fam,1Story,6,1966,Gable,CompShg,CBlock,Ex,Y,2,1,6,Mod,1,2,578,0,2010,3405,2.5,190000
447,447,60.0,11214,1Fam,2Story,5,1998,Gable,CompShg,PConc,Gd,Y,4,1,10,Typ,1,2,431,0,2006,2816,2.5,199900
448,448,50.0,8600,1Fam,1.5Fin,6,1937,Gable,CompShg,BrkTil,TA,Y,3,1,7,Typ,1,1,198,0,2006,2156,2.0,119500
449,449,50.0,6000,1Fam,1.5Fin,7,1948,Gable,CompShg,CBlock,Ex,Y,2,1,6,Typ,0,1,308,0,2007,1832,1.5,120000
450,450,70.0,5684,1Fam,1Story,8,1930,Hip,CompShg,BrkTil,Ex,Y,2,1,5,Typ,0,1,270,0,2006,1626,1.0,110000
451,451,62.0,70761,1Fam,1Story,5,1975,Gable,WdShngl,CBlock,TA,Y,2,1,5,Typ,2,2,576,0,2006,3066,3.0,280000
452,452,60.0,9303,1Fam,2Story,5,1996,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,422,0,2007,2628,3.5,204000
453,453,75.0,9000,1Fam,2Story,5,2008,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,676,0,2009,2358,2.5,210000
454,454,63.0,9297,Duplex,1Story,5,1976,Gable,CompShg,CBlock,TA,Y,4,2,8,Typ,0,2,560,0,2006,3456,4.0,188000
455,455,80.0,9600,1Fam,1Story,6,1973,Hip,CompShg,CBlock,Fa,Y,3,1,6,Typ,1,2,528,0,2007,2484,1.5,175500
456,456,34.0,4571,1Fam,2Story,5,1916,Gable,CompShg,BrkTil,Fa,N,4,1,7,Typ,0,3,513,0,2008,1968,1.0,98000
457,457,60.0,53227,1Fam,1Story,6,1954,Flat,Tar&Grv,CBlock,Ex,Y,2,1,6,Min1,2,2,529,0,2008,3027,2.0,256000
458,458,60.0,5100,1Fam,2Story,7,1925,Hip,CompShg,PConc,Fa,Y,3,1,7,Typ,1,1,228,0,2008,2254,1.0,161000
459,459,60.0,7015,1Fam,1.5Fin,4,1950,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,1,1,352,0,2009,1912,2.0,110000
460,460,75.0,8004,1Fam,2Story,5,2009,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,0,2,552,0,2009,2767,3.5,263435
461,461,60.0,7200,1Fam,2Story,9,1936,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,576,0,2009,1695,2.0,155000
462,462,60.0,8281,1Fam,1Story,5,1965,Gable,CompShg,CBlock,Gd,Y,3,1,5,Typ,1,1,360,0,2009,1728,1.0,62383
463,463,74.0,11988,1Fam,2Story,7,1934,Hip,CompShg,CBlock,Fa,Y,3,1,6,Typ,1,1,240,0,2008,2375,1.5,188700
464,464,60.0,8430,1Fam,1Story,5,1978,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,0,0,0,2009,2080,2.0,124000
465,465,60.0,3072,TwnhsE,1Story,5,2004,Hip,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,398,0,2006,2789,2.0,178740
466,466,85.0,10628,1Fam,1Story,5,1970,Flat,Tar&Grv,CBlock,TA,Y,2,1,5,Typ,1,2,526,0,2007,2554,2.0,167000
467,467,79.0,9480,1Fam,2Story,7,1942,Gable,CompShg,CBlock,Ex,Y,3,1,7,Typ,2,1,312,0,2007,2372,1.5,146500
468,468,98.0,11428,1Fam,1Story,5,2006,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,3,866,0,2007,3260,2.0,250000
469,469,76.0,9291,1Fam,2Story,5,1993,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,506,0,2008,2542,2.5,187000
470,470,60.0,6820,TwnhsE,1Story,5,1985,Gable,CompShg,PConc,TA,Y,1,1,4,Typ,0,2,528,0,2010,2990,2.5,212000
471,471,92.0,11952,1Fam,2Story,6,1977,Mansard,WdShake,CBlock,TA,Y,3,1,8,Typ,1,2,534,0,2007,2777,2.5,190000
472,472,35.0,3675,TwnhsE,SLvl,5,2005,Gable,CompShg,PConc,Ex,Y,2,1,5,Typ,0,2,525,0,2008,1619,2.0,148000
473,473,110.0,14977,1Fam,1Story,5,2006,Gable,CompShg,PConc,Ex,Y,2,1,7,Typ,1,3,908,0,2007,3952,3.0,440000
474,474,41.0,5330,TwnhsE,1Story,5,2000,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,0,2,499,0,2007,3146,3.0,251000
475,475,80.0,8480,1Fam,1Story,6,1963,Hip,CompShg,CBlock,TA,Y,2,1,5,Typ,0,2,624,0,2007,1940,2.0,132500
476,476,75.0,13125,1Fam,1Story,5,1997,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,508,0,2008,2971,3.0,208900
477,477,105.0,13693,1Fam,2Story,5,2006,Hip,CompShg,PConc,Ex,Y,3,1,9,Typ,1,3,694,0,2007,4796,2.5,380000
478,478,79.0,10637,1Fam,1Story,5,2007,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,1,3,826,0,2009,3423,3.0,297000
479,479,50.0,5925,1Fam,1Story,7,1937,Hip,CompShg,BrkTil,TA,Y,2,1,7,Typ,0,2,672,0,2007,2038,1.0,89471
480,480,98.0,16033,1Fam,1Story,5,2004,Hip,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,772,0,2006,3683,3.0,326000
481,481,72.0,11846,1Fam,1Story,5,2003,Hip,CompShg,PConc,Ex,Y,2,1,6,Typ,1,3,874,0,2006,3584,3.0,374000
482,482,50.0,2500,1Fam,2Story,8,1915,Gable,CompShg,PConc,Ex,Y,4,1,7,Min2,1,1,164,0,2009,2736,2.5,155000
483,483,32.0,4500,Twnhs,1Story,5,1998,Hip,CompShg,PConc,Ex,Y,2,1,5,Typ,0,2,402,0,2006,2432,3.0,164000
484,484,60.0,7758,1Fam,1Story,7,1962,Gable,CompShg,CBlock,Gd,Y,3,1,6,Typ,0,1,264,0,2007,1998,2.0,132500
485,485,80.0,9600,1Fam,1Story,7,1950,Gable,CompShg,CBlock,Gd,Y,3,1,5,Typ,1,1,264,0,2009,2226,1.0,147000
486,486,79.0,10289,1Fam,1Story,7,1965,Hip,CompShg,CBlock,TA,Y,3,1,6,Typ,0,2,515,0,2007,2146,2.5,156000
487,487,70.0,12243,1Fam,1Story,6,1971,Gable,CompShg,CBlock,Gd,Y,3,1,7,Typ,1,2,487,0,2007,2968,2.0,175000
488,488,60.0,10800,2fmCon,1.5Fin,4,1900,Gable,CompShg,CBlock,TA,N,3,2,10,Mod,1,2,520,0,2006,3368,2.0,160000
489,489,21.0,1526,Twnhs,SFoyer,8,1970,Gable,CompShg,CBlock,TA,Y,1,1,3,Typ,0,1,286,0,2009,1260,2.0,86000
490,490,60.0,2665,TwnhsE,2Story,6,1976,Gable,CompShg,PConc,TA,Y,3,1,4,Typ,1,1,336,0,2008,1568,1.5,115000
491,491,79.0,9490,1Fam,1.5Fin,7,1941,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,2,1,240,0,2006,2384,2.0,133000
492,492,105.0,15578,1Fam,2Story,5,2006,Gable,CompShg,PConc,Gd,Y,3,1,8,Typ,0,2,429,0,2006,2184,2.5,172785
493,493,70.0,7931,1Fam,1Story,6,1960,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,1,308,0,2008,2538,1.5,155000
494,494,50.0,5784,1Fam,1Story,8,1938,Gable,CompShg,BrkTil,Gd,Y,2,1,4,Typ,0,1,273,0,2009,1076,1.0,91300
495,495,60.0,7879,1Fam,1Story,5,1920,Gable,CompShg,CBlock,TA,N,2,1,4,Typ,0,0,0,0,2009,1440,1.0,34900
496,496,60.0,12692,1Fam,1Story,5,1992,Hip,CompShg,PConc,Ex,Y,4,1,10,Typ,1,2,546,0,2007,6428,4.0,430000
497,497,60.0,9120,1Fam,1.5Fin,6,1925,Gable,CompShg,PConc,Ex,Y,4,1,8,Typ,0,1,240,0,2008,2846,3.0,184000
498,498,65.0,7800,1Fam,1Story,7,1967,Hip,CompShg,PConc,Ex,Y,3,1,5,Typ,0,1,288,0,2009,1763,1.0,130000
499,499,70.0,7535,1Fam,1Story,7,1958,Gable,CompShg,CBlock,Fa,Y,2,1,5,Typ,0,1,297,0,2007,1824,1.5,120000
500,500,21.0,1890,Twnhs,2Story,5,1973,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,0,1,264,0,2007,1890,1.5,113000
501,501,75.0,9803,1Fam,2Story,5,2005,Gable,CompShg,PConc,Gd,Y,3,1,7,Typ,0,2,603,0,2008,2634,2.5,226700
502,502,70.0,9170,1Fam,1Story,7,1965,Hip,CompShg,CBlock,Ex,Y,2,1,6,Typ,0,2,461,0,2007,2428,2.0,140000
503,503,100.0,15602,1Fam,1Story,8,1959,Gable,CompShg,CBlock,TA,Y,1,1,6,Typ,2,2,484,0,2010,3302,3.0,289000
504,504,24.0,2308,TwnhsE,2Story,5,1974,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,440,0,2009,2177,3.0,147000
505,505,60.0,7596,Duplex,2Story,5,1952,Hip,CompShg,CBlock,Gd,Y,4,2,10,Typ,0,2,400,0,2009,2920,2.0,124500
506,506,80.0,9554,1Fam,2Story,5,1993,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,2,471,0,2006,2688,2.5,215000
507,507,75.0,7862,1Fam,1Story,5,2009,Gable,CompShg,PConc,Ex,Y,2,1,4,Typ,0,2,676,0,2009,2436,2.0,208300
508,508,60.0,9600,1Fam,2Story,9,1928,Gambrel,CompShg,BrkTil,Ex,Y,3,1,7,Typ,1,2,360,0,2008,2067,2.0,161000
509,509,80.0,9600,1Fam,1Story,6,1959,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,0,1,270,0,2009,2082,2.0,124500
510,510,75.0,14559,1Fam,1Story,7,1951,Hip,CompShg,CBlock,Ex,Y,2,1,6,Min1,2,1,288,0,2009,2371,2.0,164900
511,511,40.0,6792,TwnhsE,1Story,5,2005,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,474,0,2006,2736,2.0,202665
512,512,70.0,9100,1Fam,1Story,5,1958,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,2,624,0,2006,1728,2.0,129900
513,513,71.0,9187,1Fam,1Story,5,1983,Gable,CompShg,PConc,TA,Y,3,1,5,Typ,0,2,484,0,2007,2164,1.5,134000
514,514,55.0,10594,1Fam,1.5Unf,5,1926,Gable,CompShg,BrkTil,Fa,N,2,1,5,Typ,0,1,200,0,2007,1557,1.0,96500
515,515,94.0,12220,1Fam,1Story,5,2009,Hip,CompShg,CBlock,Ex,Y,3,1,9,Typ,1,3,900,0,2009,4026,3.5,402861
516,516,60.0,10448,1Fam,SLvl,6,1972,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,1,2,583,0,2009,2808,2.5,158000
517,517,79.0,10208,1Fam,2Story,5,1996,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,3,889,0,2009,3608,2.5,265000
518,518,60.0,9531,1Fam,2Story,5,1998,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,546,0,2007,2590,3.5,211000
519,519,53.0,10918,1Fam,2Story,9,1926,Gambrel,CompShg,BrkTil,Ex,Y,3,1,9,Typ,2,1,282,0,2009,3356,1.5,234000
520,520,60.0,10800,2fmCon,2Story,7,1900,Gable,CompShg,BrkTil,TA,N,3,2,7,Typ,0,0,0,0,2008,1294,2.0,106250
521,521,90.0,11988,1Fam,1Story,6,1957,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,2,1,336,0,2007,2488,1.5,150000
522,522,50.0,5000,1Fam,1.5Fin,7,1947,Gable,CompShg,CBlock,Ex,Y,3,1,7,Typ,2,2,420,0,2006,2668,2.0,159000
523,523,130.0,40094,1Fam,2Story,5,2007,Hip,CompShg,PConc,Ex,Y,3,1,11,Typ,1,3,884,0,2007,7814,4.5,184750
524,524,95.0,11787,1Fam,2Story,5,1996,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,834,0,2007,3777,3.5,315750
525,525,62.0,7500,1Fam,1Story,5,2005,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,2,453,0,2006,2523,2.0,176000
526,526,70.0,13300,1Fam,1Story,7,1956,Hip,CompShg,CBlock,TA,Y,2,1,4,Typ,0,1,252,0,2007,1856,1.0,132000
527,527,67.0,14948,1Fam,2Story,5,2008,Hip,CompShg,PConc,Ex,Y,3,1,11,Typ,1,3,858,0,2008,4165,3.5,446261
528,528,58.0,9098,1Fam,1Story,7,1920,Gable,CompShg,BrkTil,Ex,Y,2,1,5,Typ,0,0,0,0,2007,1133,2.0,86000
529,529,60.0,32668,1Fam,1Story,3,1957,Hip,CompShg,PConc,TA,Y,4,2,9,Maj1,2,2,484,0,2007,4550,4.0,200624
530,530,85.0,10200,1Fam,SLvl,5,1988,Gable,CompShg,CBlock,Ex,Y,3,1,5,Typ,1,2,600,0,2008,2970,3.0,175000
531,531,60.0,6155,1Fam,2Story,8,1920,Gable,CompShg,BrkTil,Ex,Y,3,1,6,Typ,0,2,502,0,2008,1973,2.0,128000
532,532,60.0,7200,1Fam,1Story,7,1955,Gable,CompShg,Slab,Ex,Y,2,1,5,Mod,1,1,392,0,2010,827,1.0,107500
533,533,50.0,5000,1Fam,1Story,3,1946,Gable,CompShg,Slab,Fa,N,1,1,2,Typ,0,0,0,0,2007,334,1.0,39300
534,534,74.0,9056,1Fam,2Story,5,2004,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,2,403,0,2006,2121,2.5,178000
