,Unnamed: 0,LotFrontage,LotArea,BldgType,HouseStyle,OverallCond,RoofStyle,RoofMatl,Foundation,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PoolArea,TotalSF,TotalBathSum,SalePrice,AgeOfHouseSold
499,499,70.0,7535,0,2,7,1,1,1,1,1,2,1,5,6,0,1,297,0,1824,1.5,120000,49
500,500,21.0,1890,3,5,5,1,1,1,4,1,3,1,7,6,0,1,264,0,1890,1.5,113000,34
501,501,75.0,9803,0,5,5,1,1,2,2,1,3,1,7,6,0,2,603,0,2634,2.5,226700,3
502,502,70.0,9170,0,2,7,3,1,1,0,1,2,1,6,6,0,2,461,0,2428,2.0,140000,42
503,503,100.0,15602,0,2,8,1,1,1,4,1,1,1,6,6,2,2,484,0,3302,3.0,289000,51
504,504,24.0,2308,4,5,5,1,1,1,4,1,3,1,6,6,1,2,440,0,2177,3.0,147000,35
505,505,60.0,7596,2,5,5,3,1,1,2,1,4,2,10,6,0,2,400,0,2920,2.0,124500,57
506,506,80.0,9554,0,5,5,1,1,2,0,1,3,1,8,6,1,2,471,0,2688,2.5,215000,13
507,507,75.0,7862,0,2,5,1,1,2,0,1,2,1,4,6,0,2,676,0,2436,2.0,208300,0
508,508,60.0,9600,0,5,9,2,1,0,0,1,3,1,7,6,1,2,360,0,2067,2.0,161000,80
509,509,80.0,9600,0,2,6,1,1,1,0,1,3,1,6,6,0,1,270,0,2082,2.0,124500,50
510,510,75.0,14559,0,2,7,3,1,1,0,1,2,1,6,2,2,1,288,0,2371,2.0,164900,58
511,511,40.0,6792,4,2,5,1,1,2,0,1,2,1,6,6,1,2,474,0,2736,2.0,202665,1
512,512,70.0,9100,0,2,5,1,1,1,4,1,3,1,5,6,0,2,624,0,1728,2.0,129900,48
513,513,71.0,9187,0,2,5,1,1,2,4,1,3,1,5,6,0,2,484,0,2164,1.5,134000,24
514,514,55.0,10594,0,1,5,1,1,0,1,0,2,1,5,6,0,1,200,0,1557,1.0,96500,81
515,515,94.0,12220,0,2,5,3,1,1,0,1,3,1,9,6,1,3,900,0,4026,3.5,402861,0
516,516,60.0,10448,0,7,6,1,1,1,4,1,3,1,7,6,1,2,583,0,2808,2.5,158000,37
517,517,79.0,10208,0,5,5,1,1,2,0,1,3,1,7,6,1,3,889,0,3608,2.5,265000,13
518,518,60.0,9531,0,5,5,1,1,2,0,1,3,1,7,6,0,2,546,0,2590,3.5,211000,9
519,519,53.0,10918,0,5,9,2,1,0,0,1,3,1,9,6,2,1,282,0,3356,1.5,234000,83
520,520,60.0,10800,1,5,7,1,1,0,4,0,3,2,7,6,0,0,0,0,1294,2.0,106250,108
521,521,90.0,11988,0,2,6,1,1,1,0,1,3,1,6,6,2,1,336,0,2488,1.5,150000,50
522,522,50.0,5000,0,0,7,1,1,1,0,1,3,1,7,6,2,2,420,0,2668,2.0,159000,59
523,523,130.0,40094,0,5,5,3,1,2,0,1,3,1,11,6,1,3,884,0,7814,4.5,184750,0
524,524,95.0,11787,0,5,5,1,1,2,0,1,3,1,8,6,1,3,834,0,3777,3.5,315750,11
525,525,62.0,7500,0,2,5,1,1,2,0,1,3,1,6,6,1,2,453,0,2523,2.0,176000,1
526,526,70.0,13300,0,2,7,3,1,1,4,1,2,1,4,6,0,1,252,0,1856,1.0,132000,51
527,527,67.0,14948,0,5,5,3,1,2,0,1,3,1,11,6,1,3,858,0,4165,3.5,446261,0
528,528,58.0,9098,0,2,7,1,1,0,0,1,2,1,5,6,0,0,0,0,1133,2.0,86000,87
529,529,60.0,32668,0,2,3,3,1,2,4,1,4,2,9,0,2,2,484,0,4550,4.0,200624,50
530,530,85.0,10200,0,7,5,1,1,1,0,1,3,1,5,6,1,2,600,0,2970,3.0,175000,20
531,531,60.0,6155,0,5,8,1,1,0,0,1,3,1,6,6,0,2,502,0,1973,2.0,128000,88
532,532,60.0,7200,0,2,7,1,1,3,0,1,2,1,5,4,1,1,392,0,827,1.0,107500,55
533,533,50.0,5000,0,2,3,1,1,3,1,0,1,1,2,6,0,0,0,0,334,1.0,39300,61
534,534,74.0,9056,0,5,5,1,1,2,0,1,3,1,6,6,1,2,403,0,2121,2.5,178000,2
535,535,70.0,7000,1,5,7,1,1,1,4,1,3,1,5,6,0,0,0,0,2464,2.0,107500,98
536,536,57.0,8924,0,5,5,1,1,2,0,1,3,1,8,6,0,2,527,0,2604,2.5,188000,10
537,537,60.0,12735,0,2,5,3,1,1,4,1,3,1,5,6,0,2,576,0,1728,1.0,111250,36
538,538,60.0,11553,0,2,5,3,1,1,4,1,3,1,7,6,1,1,336,0,2210,1.5,158000,38
539,539,60.0,11423,0,2,5,1,1,2,0,1,3,1,6,6,1,2,670,0,3182,3.0,272000,9
540,540,85.0,14601,0,2,5,3,1,2,0,1,2,1,8,6,1,3,765,0,3676,3.0,315000,3
541,541,60.0,11000,0,5,5,1,1,2,0,1,4,1,8,6,1,3,648,0,3254,2.5,248000,7
542,542,78.0,10140,0,2,5,3,1,2,0,1,3,1,7,0,1,2,583,0,3330,3.0,213250,11
543,543,34.0,4058,4,6,5,1,1,2,0,1,1,1,4,6,0,1,367,0,1490,2.0,133000,9
544,544,58.0,17104,0,5,5,1,1,2,0,1,3,1,7,6,1,2,426,0,2150,3.5,179665,0
545,545,60.0,13837,0,0,5,1,1,2,2,1,4,1,9,6,0,3,786,0,3387,2.5,229000,18
546,546,70.0,8737,0,0,7,1,1,0,0,1,3,1,6,6,1,2,440,0,2700,1.5,210000,84
547,547,54.0,7244,0,6,7,1,1,1,0,1,2,1,5,6,0,2,624,0,1536,2.0,129500,37
548,548,49.0,8235,0,2,7,1,1,1,4,1,2,1,4,6,0,2,720,0,1650,2.0,125000,53
549,549,75.0,9375,0,5,5,1,1,2,0,1,4,1,8,6,1,2,615,0,3006,2.5,263000,6
550,550,53.0,4043,4,2,6,1,1,1,4,1,2,1,4,6,0,2,440,0,2138,2.0,140000,31
551,551,50.0,6000,0,2,6,3,1,1,2,1,3,1,5,6,0,1,288,0,1856,1.0,112500,51
552,552,87.0,11146,0,2,5,1,1,2,0,1,3,1,7,6,1,3,908,0,3426,2.0,255500,3
553,553,67.0,8777,0,2,5,1,1,1,0,1,2,1,5,6,0,2,520,0,1126,2.0,108000,60
554,554,85.0,10625,0,5,5,1,1,2,0,1,3,1,8,6,1,3,871,0,3044,3.5,284000,5
555,555,58.0,6380,0,1,6,1,1,0,4,1,2,1,5,6,1,1,280,0,2041,1.0,113000,84
556,556,69.0,14850,0,2,5,1,1,1,4,1,2,1,6,6,1,1,299,0,2184,2.0,141000,49
557,557,60.0,11040,0,0,6,1,1,1,2,1,3,1,7,6,0,1,570,0,1973,1.5,108000,86
558,558,57.0,21872,0,5,5,1,1,2,0,1,3,1,6,6,1,2,406,0,2175,3.0,175000,12
559,559,60.0,3196,4,2,5,1,1,2,0,1,2,1,7,6,1,2,420,0,2931,2.0,234000,3
560,560,60.0,11341,0,2,6,3,1,1,4,1,3,1,5,4,1,2,528,0,2784,2.5,121500,53
561,561,77.0,10010,0,2,5,1,1,1,2,1,2,1,6,6,1,2,418,0,2778,2.0,170000,32
562,562,63.0,13907,0,2,6,1,1,1,0,1,3,1,6,6,1,0,0,0,1992,2.0,108000,68
563,563,66.0,21780,0,0,7,1,1,0,0,1,4,1,8,6,1,2,396,0,2837,2.0,185000,90
564,564,60.0,13346,0,5,5,1,1,2,0,1,4,1,9,6,1,2,590,0,3390,3.5,268000,14
565,565,66.0,6858,0,5,4,1,1,2,4,0,4,1,6,6,0,1,216,0,2453,2.5,128000,95
566,566,77.0,11198,0,5,5,3,1,2,0,1,4,1,11,6,1,3,656,0,3626,2.5,325000,3
567,567,70.0,10171,0,2,5,1,1,2,0,1,3,1,7,6,0,2,532,0,3052,2.0,214000,6
568,568,79.0,12327,0,0,8,1,1,1,0,1,1,1,5,3,1,2,612,0,3628,2.5,316600,26
569,569,60.0,7032,2,6,5,1,1,1,4,1,2,1,4,6,2,2,600,0,1886,2.0,135960,27
570,570,74.0,13101,2,2,5,1,1,1,4,1,6,2,10,6,0,2,576,0,3456,2.0,142600,43
571,571,60.0,7332,0,2,6,1,1,1,0,1,2,1,4,6,0,1,288,0,1728,2.0,120000,47
572,572,83.0,13159,0,5,5,1,1,2,2,1,3,1,6,6,0,2,650,0,2538,2.5,224500,0
573,573,76.0,9967,0,7,5,1,1,2,0,1,3,1,8,6,1,2,400,0,1814,2.5,170000,7
574,574,70.0,10500,0,7,7,2,1,1,4,1,3,1,5,6,0,1,288,0,1481,1.5,139000,36
575,575,80.0,8480,0,0,5,1,1,1,4,1,2,1,6,6,0,1,336,0,2048,1.0,118500,61
576,576,52.0,6292,0,0,7,1,1,0,2,1,3,1,6,6,1,1,216,0,2338,2.5,145000,81
577,577,96.0,11777,0,7,6,1,1,1,0,1,3,1,6,6,2,2,564,0,2484,2.0,164500,40
578,578,34.0,3604,4,5,5,1,1,2,0,1,2,1,5,6,0,2,540,0,2081,2.0,146000,1
579,579,81.0,12150,0,0,5,1,1,0,0,0,4,1,7,6,0,1,352,0,2845,2.0,131500,54
580,580,60.0,14585,0,2,6,1,1,1,0,1,3,1,7,6,2,2,572,0,2573,1.5,181900,47
581,581,98.0,12704,0,2,5,3,1,2,0,1,3,1,8,6,1,3,1390,0,4084,2.5,253293,1
582,582,81.0,11841,2,6,5,1,1,1,4,1,3,1,5,6,0,0,0,0,1632,2.0,118500,17
583,583,75.0,13500,0,4,9,1,1,0,2,1,3,1,9,6,1,2,880,0,4012,3.5,325000,115
584,584,51.0,6120,0,0,7,1,1,0,0,1,3,1,6,6,0,1,240,0,2457,1.0,133000,74
585,585,88.0,11443,0,2,5,3,1,2,0,1,2,1,7,6,2,3,880,0,3896,3.0,369900,1
586,586,55.0,10267,0,2,7,1,1,0,0,1,2,1,5,6,0,1,275,0,1654,2.0,130000,90
587,587,74.0,8740,0,6,6,3,1,1,4,1,2,1,4,6,0,2,528,0,1700,2.0,137000,27
588,588,65.0,25095,0,2,8,0,5,1,0,1,1,1,5,6,2,1,452,0,2910,3.0,143000,41
589,589,50.0,9100,0,2,6,1,1,0,4,1,2,1,4,6,0,1,308,0,1521,1.0,79500,78
590,590,64.0,8320,0,5,5,1,1,2,0,1,3,1,6,6,0,2,520,0,2352,2.5,185900,4
591,591,97.0,13478,0,5,5,1,1,2,0,1,3,1,10,6,1,3,842,0,4018,3.5,451950,1
592,592,60.0,6600,0,2,8,1,1,2,0,1,2,1,4,6,0,2,816,0,1632,2.0,138000,26
593,593,60.0,4435,4,2,5,1,1,2,0,1,1,1,4,6,0,2,420,0,1696,2.0,140000,6
594,594,88.0,7990,0,2,6,3,1,1,4,1,3,1,5,6,0,1,280,0,1848,1.0,110000,33
595,595,69.0,11302,0,2,5,1,1,2,0,1,3,1,7,6,1,3,758,0,3640,3.0,319000,1
596,596,60.0,3600,0,5,7,1,1,1,0,0,3,1,7,6,0,1,216,0,2052,1.0,114504,96
597,597,53.0,3922,4,2,5,1,1,2,0,1,2,1,7,6,1,3,648,0,2660,2.0,194201,1
598,598,80.0,12984,0,2,6,1,1,1,0,1,3,1,7,6,1,2,621,0,3077,3.0,217500,29
599,599,24.0,1950,3,5,6,1,1,1,4,1,3,1,6,6,1,2,452,0,2272,3.5,151000,28
600,600,74.0,10927,0,5,5,1,1,2,0,1,3,1,8,6,1,2,736,0,2962,3.5,275000,1
601,601,50.0,9000,0,0,6,1,1,2,4,1,3,1,6,6,1,1,544,0,2155,1.5,141000,70
602,602,80.0,10041,0,5,5,1,1,2,0,1,3,1,8,6,1,2,506,0,2823,3.5,220000,14
603,603,30.0,3182,4,5,5,1,1,2,0,1,2,1,4,6,0,2,480,0,1800,2.5,151000,6
604,604,88.0,12803,0,2,5,1,1,2,0,1,3,1,6,6,1,2,530,0,2988,3.0,221000,6
605,605,85.0,13600,0,5,6,1,1,1,4,1,3,1,7,6,3,2,486,0,2754,2.5,205000,44
606,606,82.0,12464,0,2,5,1,1,2,2,1,3,1,6,6,0,2,576,0,2080,2.0,152000,13
607,607,78.0,7800,0,5,8,1,1,1,0,1,3,1,8,6,0,1,230,0,2904,4.0,225000,58
608,608,78.0,12168,0,5,6,1,1,2,4,1,4,1,10,6,2,2,380,0,4159,2.5,359100,73
609,609,61.0,7943,0,2,5,1,1,1,2,1,3,1,5,6,0,1,261,0,2058,2.0,118500,46
610,610,60.0,11050,0,5,5,3,1,2,0,1,3,1,8,6,2,3,736,0,3593,3.5,313000,9
611,611,60.0,10395,0,7,6,1,1,1,4,1,3,1,6,6,1,2,564,0,2064,2.5,148000,29
612,612,60.0,11885,0,5,5,1,1,2,0,1,3,1,7,6,1,2,531,0,3171,3.5,261500,8
613,613,70.0,8402,0,2,5,1,1,2,0,1,3,1,6,6,0,0,0,0,2240,1.0,147000,0
614,614,21.0,1491,4,6,6,1,1,1,0,1,1,1,3,6,0,0,0,0,1260,2.0,75500,38
615,615,80.0,8800,0,6,7,1,1,2,0,1,3,1,6,6,0,2,480,0,1990,2.0,137500,47
616,616,60.0,7861,0,5,5,1,1,2,0,1,3,1,7,6,1,2,393,0,2292,3.5,183200,4
617,617,59.0,7227,0,1,6,1,1,1,2,1,2,1,4,6,0,2,528,0,1664,1.0,105500,54
618,618,90.0,11694,0,2,5,3,1,2,0,1,3,1,9,6,1,3,774,0,3650,2.0,314813,0
619,619,85.0,12244,0,5,5,3,1,2,0,1,4,1,10,6,2,3,749,0,3744,3.5,305000,5
620,620,45.0,8248,0,2,3,1,1,0,4,0,2,1,5,6,0,0,0,0,1728,2.0,67000,94
621,621,90.0,10800,0,5,7,1,1,1,4,1,4,1,9,6,1,2,624,0,4136,2.5,240000,34
622,622,71.0,7064,0,2,6,1,1,1,4,1,3,1,6,6,0,2,484,0,1960,1.0,135000,32
623,623,60.0,2117,4,5,5,1,1,2,0,1,2,1,4,6,1,2,440,0,2268,2.5,168500,7
624,624,80.0,10400,0,5,5,1,1,1,2,1,4,1,8,3,1,2,484,0,2522,3.0,165150,34
625,625,87.0,10000,0,2,6,3,1,1,4,1,3,1,5,6,0,2,440,0,2232,1.5,160000,48
626,626,60.0,12342,0,2,5,3,1,1,4,1,3,1,6,2,1,1,286,0,2400,1.0,139900,47
627,627,80.0,9600,0,7,6,1,1,1,0,1,3,1,7,6,2,1,364,0,2676,2.0,153000,55
628,628,70.0,11606,0,5,5,1,1,2,4,1,5,1,9,6,2,2,504,0,3120,2.5,135000,38
629,629,82.0,9020,0,7,5,1,7,1,4,1,3,1,6,6,0,2,520,0,2598,2.5,168500,44
630,630,50.0,9000,0,5,6,1,1,0,4,1,3,1,8,6,0,1,240,0,2386,1.0,124000,126
631,631,34.0,4590,3,2,5,1,1,2,0,1,2,1,6,6,1,2,627,0,3108,2.0,209500,1
632,632,85.0,11900,0,2,5,3,1,1,4,1,3,1,6,6,1,2,544,0,2797,2.0,82500,32
633,633,80.0,9250,0,2,7,1,1,1,4,1,3,1,6,6,0,1,260,0,2112,1.5,139400,53
634,634,64.0,6979,2,6,5,1,1,1,2,1,0,2,4,6,0,2,576,0,2112,2.0,144000,30
635,635,60.0,10896,1,3,7,3,1,1,0,1,8,2,14,6,0,0,0,0,4320,2.0,200000,93
636,636,51.0,6120,0,2,3,1,1,0,1,0,1,1,4,0,1,0,0,0,1064,1.0,60000,73
637,637,50.0,6000,1,0,4,1,1,1,4,1,3,2,7,6,0,1,256,0,2198,2.0,93000,55
638,638,67.0,8777,0,2,7,1,1,1,2,1,2,1,4,6,0,0,0,0,1592,1.0,85000,98
639,639,53.0,3982,4,2,5,3,1,2,0,1,1,1,7,6,1,3,648,0,3087,3.0,264561,0
640,640,62.0,12677,4,2,5,3,1,2,0,1,1,1,6,6,1,2,588,0,3036,1.5,274000,5
641,641,60.0,7050,0,5,5,1,1,2,0,1,3,1,7,6,1,2,650,0,2986,3.5,226000,6
642,642,75.0,13860,0,7,7,1,1,1,2,1,4,1,9,6,3,2,538,0,4656,3.5,345000,37
643,643,80.0,10793,0,5,5,4,1,1,0,1,4,1,7,2,0,2,462,0,2400,2.5,152000,38
644,644,85.0,9187,0,2,5,1,1,2,0,1,2,1,7,6,1,3,478,0,3532,3.5,370878,0
645,645,60.0,10530,0,2,5,3,1,1,4,1,3,1,5,6,0,2,576,0,1962,2.5,143250,36
646,646,60.0,7200,0,2,5,3,1,1,2,1,3,1,7,2,0,2,420,0,1048,1.0,98300,58
647,647,85.0,10452,0,2,5,3,1,1,0,1,3,1,5,6,2,2,495,0,2188,1.0,155000,55
648,648,70.0,7700,0,5,5,1,1,1,4,1,4,1,7,6,1,2,442,0,2595,1.5,155000,44
649,649,21.0,1936,3,6,6,1,1,1,2,1,1,1,3,6,0,0,0,0,1260,2.0,84500,37
650,650,65.0,8125,0,5,6,1,1,2,0,1,3,1,7,6,0,2,562,0,2478,2.5,205950,1
651,651,60.0,9084,0,5,5,1,1,1,4,1,4,1,7,6,1,1,296,0,2265,2.0,108000,69
652,652,70.0,8750,0,5,5,1,1,2,0,1,2,1,7,6,1,2,512,0,2596,2.5,191000,13
653,653,60.0,10320,0,0,7,1,1,1,0,1,3,1,7,6,0,1,216,0,2225,1.0,135000,102
654,654,91.0,10437,0,2,6,3,1,2,0,1,2,1,7,6,1,3,839,0,4222,3.5,350000,13
655,655,21.0,1680,3,5,5,1,1,1,4,1,3,1,6,6,0,1,264,0,1617,1.5,88000,39
656,656,72.0,10007,0,2,7,1,1,1,0,1,3,1,5,6,0,1,312,0,2106,2.5,145500,49
657,657,60.0,7200,0,5,6,1,1,0,4,1,3,1,6,6,1,1,270,0,2278,1.5,149000,77
658,658,78.0,17503,0,0,5,1,1,1,4,1,3,1,6,6,1,1,330,0,2370,1.5,97500,62
659,659,75.0,9937,0,2,7,3,1,2,0,1,3,1,7,6,0,2,480,0,2972,2.0,167000,45
660,660,60.0,12384,0,5,7,1,1,1,4,1,3,1,7,6,1,2,550,0,2728,2.5,197900,31
661,661,52.0,46589,0,5,7,3,1,2,0,1,4,1,8,6,1,3,711,0,4077,3.5,402000,15
662,662,120.0,13560,0,2,3,3,1,1,2,1,2,1,5,1,2,2,576,0,2784,2.0,110000,41
663,663,90.0,10012,0,6,5,1,1,1,4,1,3,1,6,6,0,2,588,0,2319,3.0,137500,36
664,664,49.0,20896,0,2,5,1,1,2,0,1,1,1,8,6,1,3,1134,0,4174,2.5,423000,1
665,665,106.0,11194,0,5,5,1,1,2,0,1,3,1,7,6,1,2,504,0,3342,2.5,230500,6
666,666,60.0,18450,0,5,5,0,5,1,4,1,3,1,7,5,1,2,596,0,3401,2.5,129000,42
667,667,65.0,8125,0,2,5,1,1,2,0,1,3,1,7,6,1,2,575,0,3087,3.0,193500,14
668,668,60.0,14175,0,2,6,1,1,1,2,1,3,1,6,3,1,2,576,0,2625,2.5,168000,50
669,669,80.0,11600,0,2,5,1,1,0,0,1,2,1,5,6,1,1,252,0,1880,1.0,137500,84
670,670,64.0,8633,0,5,5,1,1,2,0,1,3,1,7,6,0,2,540,0,2214,3.5,173500,4
671,671,54.0,6629,0,5,6,2,1,0,4,0,3,1,6,6,0,1,300,0,2041,3.0,103600,84
672,672,60.0,11250,0,2,6,1,1,1,4,1,3,1,6,6,1,2,546,0,2416,2.5,165000,29
673,673,110.0,14442,0,2,7,3,1,2,0,1,3,1,7,6,2,2,416,0,3316,3.0,257500,50
674,674,80.0,9200,0,2,6,1,1,1,4,1,3,1,5,6,1,1,384,0,2272,2.0,140000,43
675,675,24.0,2289,3,5,6,1,1,1,4,1,3,1,7,6,1,2,440,0,2296,2.5,148500,31
676,676,60.0,9600,0,5,2,1,1,0,1,0,4,2,8,3,0,3,779,0,2869,3.0,87000,106
677,677,52.0,9022,0,2,8,1,1,0,0,1,2,1,5,6,0,1,240,0,1560,1.0,109500,85
678,678,80.0,11844,0,2,5,3,1,2,0,1,3,1,7,6,1,3,834,0,4092,2.5,372500,1
679,679,60.0,9945,0,2,5,3,1,1,4,1,3,1,5,6,0,2,572,0,1976,2.0,128500,46
680,680,50.0,8012,4,2,5,1,1,1,4,1,2,1,5,6,1,1,264,0,1846,2.0,143000,30
681,681,55.0,4500,0,0,5,1,1,0,0,1,3,1,6,6,0,1,281,0,2313,1.0,159434,77
682,682,60.0,2887,0,2,5,1,1,2,0,1,2,1,6,6,1,2,431,0,2582,2.0,173000,12
683,683,90.0,11248,0,2,5,3,1,2,0,1,3,1,7,6,1,3,702,0,3294,3.0,285000,5
684,684,58.0,16770,0,5,5,1,1,2,2,1,4,1,7,6,0,2,486,0,3034,2.5,221000,12
685,685,60.0,5062,4,5,5,1,1,1,2,1,3,1,6,2,1,2,577,0,3280,3.0,207500,23
686,686,84.0,10207,0,5,6,1,1,2,0,1,3,1,7,6,0,2,578,0,2635,3.0,227875,0
687,687,60.0,5105,4,5,5,1,1,2,0,1,2,1,4,6,0,2,480,0,1653,2.5,148800,3
688,688,60.0,8089,0,2,6,1,1,2,0,1,2,1,7,6,1,2,567,0,2838,3.0,392000,0
689,689,61.0,7577,4,2,5,1,1,2,0,1,2,1,6,6,1,2,460,0,2724,2.0,194700,2
690,690,60.0,4426,4,2,5,1,1,2,0,1,1,1,3,6,1,2,420,0,1696,2.0,141000,4
691,691,104.0,21535,0,5,6,1,7,2,0,1,4,1,10,6,2,3,832,0,6760,4.0,755000,13
692,692,42.0,26178,0,5,5,3,1,2,0,1,4,1,9,6,2,2,628,0,3729,3.5,335000,17
693,693,60.0,5400,0,2,6,1,1,0,0,1,2,1,4,6,0,1,326,0,2146,1.0,108480,85
694,694,51.0,6120,0,0,6,1,1,0,4,1,3,1,5,6,0,2,576,0,2466,1.5,141500,73
695,695,54.0,13811,0,2,6,1,1,1,2,1,2,1,5,6,1,2,551,0,2249,3.0,176000,19
696,696,50.0,6000,0,2,7,1,1,1,2,1,2,1,4,6,0,1,205,0,1232,1.0,89000,85
697,697,57.0,6420,0,2,7,1,1,2,1,1,2,1,6,6,0,1,308,0,2128,1.5,123500,54
698,698,65.0,8450,0,2,8,1,1,1,0,1,3,1,5,6,1,1,336,0,1788,2.0,138500,45
699,699,59.0,4282,4,2,5,1,1,2,0,1,2,1,5,6,0,2,530,0,2782,2.0,196000,4
700,700,85.0,14331,0,2,5,3,1,2,0,1,3,1,7,6,1,3,765,0,3600,3.0,312500,4
701,701,80.0,9600,0,2,5,3,1,1,4,1,3,1,6,6,0,2,528,0,2328,1.5,140000,37
702,702,82.0,12438,0,5,5,3,1,2,0,1,4,1,10,6,1,3,666,0,3810,2.5,361919,0
703,703,76.0,7630,1,5,9,1,1,0,2,1,4,2,8,6,1,2,672,0,2172,2.0,140000,110
704,704,70.0,8400,0,2,5,1,1,2,0,1,3,1,7,6,0,2,606,0,2957,3.0,213000,6
705,705,70.0,5600,1,5,5,3,1,3,1,0,3,2,7,4,0,0,0,0,1092,2.0,55000,80
706,706,60.0,115149,0,2,5,1,1,1,4,1,2,1,5,6,2,2,739,0,3467,3.0,302000,36
707,707,48.0,6240,4,2,5,3,1,2,0,1,2,1,6,6,1,2,550,0,2648,3.0,254000,3
708,708,65.0,9018,0,5,5,3,1,2,0,1,3,1,8,6,1,2,400,0,2184,2.5,179540,0
709,709,60.0,7162,0,2,7,1,1,2,4,1,3,1,6,6,0,1,408,0,1780,1.0,109900,42
710,710,56.0,4130,0,2,6,1,1,1,2,1,2,1,5,1,0,0,0,0,999,1.0,52000,73
711,711,66.0,8712,0,0,7,1,1,4,2,1,2,1,7,6,0,1,384,0,2037,1.0,102776,110
712,712,40.0,4671,4,2,5,1,1,2,2,1,2,1,5,6,1,2,472,0,2456,3.0,189000,20
713,713,60.0,9873,1,2,5,1,1,1,4,0,3,1,6,6,0,2,576,0,1920,2.0,129000,36
714,714,60.0,13517,0,5,8,1,1,1,0,1,3,1,6,6,0,2,475,0,2204,2.5,130500,34
715,715,78.0,10140,0,2,5,3,1,1,4,1,3,1,7,6,1,2,478,0,2414,2.0,165000,35
716,716,60.0,10800,0,5,8,1,1,0,0,1,3,1,8,6,0,2,704,0,3272,1.5,159500,117
717,717,80.0,10000,0,2,6,1,1,1,2,1,3,1,5,6,1,2,439,0,2354,2.0,157000,35
718,718,96.0,10542,0,5,5,3,1,2,0,1,3,1,9,6,1,3,983,0,3729,3.5,341000,15
719,719,69.0,9920,0,2,6,1,1,1,4,1,3,1,5,6,1,1,300,0,1942,1.5,128500,37
720,720,60.0,6563,0,2,5,1,1,2,4,1,2,1,5,6,1,2,564,0,3484,3.0,275000,21
721,721,60.0,4426,4,2,5,1,1,2,0,1,1,1,3,6,0,2,420,0,1696,2.0,143000,6
722,722,70.0,8120,0,2,7,1,1,1,0,1,3,1,5,6,0,2,463,0,1728,1.0,124500,39
723,723,60.0,8172,0,0,6,1,1,2,0,1,4,1,7,6,0,1,548,0,2411,2.0,135000,54
724,724,86.0,13286,0,2,5,3,1,2,0,1,3,1,8,6,1,3,768,0,3396,3.0,320000,2
725,725,60.0,6960,0,2,6,1,1,1,4,1,3,1,5,6,0,2,660,0,1728,1.0,120500,39
726,726,60.0,21695,0,2,9,3,1,1,0,1,3,1,5,6,1,2,540,0,2560,3.0,222000,21
727,727,64.0,7314,0,2,5,1,1,2,0,1,2,1,6,6,0,2,632,0,2464,3.0,194500,2
728,728,85.0,11475,2,2,5,1,1,1,4,1,4,2,9,6,0,3,888,0,3360,3.0,110000,51
729,729,52.0,6240,0,0,5,1,1,1,4,1,2,1,5,6,0,2,539,0,1628,1.0,103000,84
730,730,39.0,5389,4,2,5,1,1,2,0,1,2,1,5,6,1,2,608,0,3211,3.0,236500,15
731,731,73.0,9590,0,7,5,1,1,2,0,1,3,1,6,6,1,2,438,0,2014,3.0,187500,4
732,732,75.0,11404,0,5,5,1,1,2,0,1,3,1,8,6,1,2,541,0,3184,2.5,222500,10
733,733,80.0,10000,0,2,6,3,1,1,0,1,3,1,6,6,1,1,264,0,2008,2.0,131400,48
734,734,60.0,8978,0,2,5,1,1,2,4,1,3,1,6,6,0,1,300,0,1896,1.0,108000,39
735,735,60.0,10800,0,4,7,1,1,0,1,0,2,1,6,6,2,2,320,0,2648,1.5,163000,92
736,736,60.0,8544,2,2,4,1,1,1,2,0,2,2,6,6,0,2,400,0,1040,2.0,93500,56
737,737,72.0,10463,0,5,5,1,1,2,0,1,3,1,8,6,1,3,800,0,2694,2.5,239900,1
738,738,60.0,10800,2,2,5,1,1,1,4,1,3,1,5,6,0,0,0,0,2400,6.0,179000,22
739,739,65.0,9313,0,5,5,1,1,2,0,1,3,1,7,6,0,2,572,0,2592,2.5,190000,5
740,740,60.0,9600,0,5,7,1,1,0,0,1,2,1,7,6,0,2,360,0,1696,2.0,132000,97
741,741,65.0,6768,0,2,8,3,1,1,2,1,3,1,5,6,0,1,288,0,1824,2.5,142000,47
742,742,65.0,8450,0,2,5,1,1,2,0,1,3,1,6,6,0,2,539,0,2698,2.0,179000,7
743,743,70.0,12886,0,7,6,1,1,1,0,1,3,1,6,3,1,2,480,0,1984,2.5,175000,46
744,744,41.0,5395,4,2,5,1,1,2,2,1,2,1,5,6,1,2,462,0,2674,3.0,180000,15
745,745,60.0,8963,0,5,9,3,1,1,0,1,4,1,11,6,2,2,831,0,3857,4.0,299800,32
746,746,60.0,8795,0,5,5,1,1,2,0,1,4,1,8,6,1,2,554,0,3208,2.5,236000,9
747,747,65.0,11700,0,5,7,4,1,4,4,0,4,1,8,6,1,4,864,0,3880,1.5,265979,129
748,748,59.0,10593,0,2,5,3,1,2,0,1,3,1,7,6,1,2,527,0,3440,3.0,260400,14
749,749,50.0,8405,0,0,3,1,1,3,4,0,4,1,9,4,0,1,240,0,1529,2.0,98000,64
