,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,PoolArea,MoSold,YrSold,SaleCondition,TotalSF,TotalBath,TotalPorchSF
761,30,RM,6911,Pave,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,TA,Y,2,1,Fa,5,Min1,0,,Detchd,Unf,2,440,TA,Y,0,10,2009,Normal,2446,1.0,0
762,60,FV,8640,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,Unf,2,614,TA,Y,0,6,2010,Normal,2303,2.5,214
763,60,RL,9430,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3,856,TA,Y,0,7,2009,Normal,3617,3.5,308
764,120,RL,9549,Pave,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,Ex,Y,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,481,TA,Y,0,4,2006,Normal,2988,2.5,246
765,20,RL,14587,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,592,TA,Y,0,8,2008,Partial,3004,2.0,174
766,60,RL,10421,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,TA,Y,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,496,TA,Y,0,3,2010,Normal,2694,2.5,450
767,50,RL,12508,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,Ex,Y,4,1,TA,7,Mod,0,,Attchd,Unf,1,423,TA,Y,0,7,2008,Normal,2733,3.0,401
768,20,RL,9100,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,484,TA,Y,0,10,2006,Normal,3696,2.0,153
769,60,RL,53504,Pave,IR2,HLS,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,Unf,Ex,Y,4,1,Ex,12,Mod,1,Gd,BuiltIn,Fin,3,841,TA,Y,0,6,2010,Normal,4929,4.5,749
770,85,RL,7252,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,TA,Y,2,1,TA,5,Typ,0,,Detchd,Unf,2,576,TA,Y,0,4,2009,Normal,1716,2.0,120
771,20,RL,8877,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,TA,Y,2,1,TA,6,Typ,0,,Detchd,Unf,2,396,TA,Y,0,4,2006,Normal,2056,1.0,0
772,80,RL,7819,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,TA,Y,3,1,TA,6,Typ,1,TA,Detchd,Unf,2,672,TA,Y,0,3,2010,Abnorml,2146,2.0,144
773,20,RL,10150,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Ex,Y,2,1,TA,5,Typ,0,,Attchd,RFn,1,275,TA,Y,0,7,2007,Normal,1824,1.0,0
774,20,RL,14226,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Gd,Y,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,3,895,TA,Y,0,7,2007,Partial,3908,2.0,360
775,120,RM,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,2,1,TA,5,Typ,0,,Attchd,Fin,2,412,TA,Y,0,6,2009,Normal,2408,3.0,247
776,20,RL,11210,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,RFn,3,865,TA,Y,0,7,2006,Partial,3228,2.0,203
777,20,RL,13350,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,3,1,TA,5,Typ,1,Fa,Attchd,Unf,2,440,TA,Y,0,6,2006,Normal,1758,2.0,241
778,90,RH,8400,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,,,,,,TA,Y,4,2,TA,10,Typ,2,TA,Detchd,Unf,2,630,TA,Y,0,10,2007,Normal,2020,2.0,0
779,90,RL,10530,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,TA,Y,2,1,TA,4,Typ,0,,Attchd,Unf,2,504,TA,Y,0,5,2006,Normal,1979,2.0,0
780,20,RL,7875,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,Unf,Gd,Y,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,402,TA,Y,0,6,2007,Normal,2490,2.0,241
781,60,RL,7153,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,RFn,2,484,TA,Y,0,7,2006,Normal,2364,2.5,124
782,20,RL,16285,Pave,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,RFn,2,605,TA,Y,0,6,2009,Normal,2843,2.0,33
783,85,RL,9101,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,1,1,Gd,4,Typ,1,TA,Attchd,Fin,2,602,TA,Y,0,7,2009,Normal,2207,2.0,333
784,75,RM,6300,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,9,Typ,1,Gd,,,0,0,,Y,0,6,2008,Normal,2226,2.0,425
785,20,RL,9790,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,TA,Y,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2,457,TA,Y,0,9,2009,Normal,2714,2.0,197
786,50,RM,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,TA,Y,4,1,TA,7,Typ,0,,Detchd,Unf,1,416,TA,Y,0,6,2010,Normal,2338,3.0,196
787,60,RL,10142,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,4,1,Gd,8,Typ,0,,BuiltIn,RFn,2,618,TA,Y,0,1,2010,Normal,3040,3.5,45
788,20,RM,6000,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,2,1,TA,4,Typ,0,,Detchd,Unf,1,281,TA,Y,0,8,2008,Normal,1802,1.0,0
789,60,RL,12205,Pave,IR1,Low,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,Gd,Y,5,1,Gd,9,Typ,0,,Attchd,Fin,2,444,TA,Y,0,7,2007,Normal,2919,2.5,301
790,120,RL,3182,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,397,TA,Y,0,9,2009,Normal,2290,2.0,116
791,80,RL,11333,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,TA,Y,3,1,TA,5,Typ,2,TA,Attchd,RFn,2,539,TA,Y,0,5,2007,Normal,2091,2.0,120
792,60,RL,9920,Pave,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,TA,8,Typ,1,TA,Attchd,Unf,2,455,TA,Y,0,6,2007,Normal,3130,3.5,310
793,20,RL,9158,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,Fin,2,474,TA,Y,0,6,2007,Partial,2992,2.0,298
794,60,RL,10832,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,409,TA,Y,0,10,2008,Normal,2607,2.5,189
795,60,RL,8400,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,TA,Y,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,476,TA,Y,0,4,2010,Normal,2214,2.5,254
796,20,RL,8197,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,528,TA,Y,0,4,2007,Normal,1945,1.5,138
797,20,RL,7677,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Gd,Y,2,1,TA,4,Typ,0,,Attchd,Unf,1,240,TA,Y,0,4,2008,Abnorml,1546,1.0,0
798,60,RL,13518,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,4,1,Ex,11,Typ,2,Gd,BuiltIn,Fin,3,820,TA,Y,0,7,2009,Partial,5066,3.5,222
799,50,RL,7200,Pave,Reg,Lvl,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,Ex,Y,3,1,Gd,7,Typ,2,TA,Detchd,Unf,1,240,TA,Y,0,6,2007,Normal,2499,2.5,264
800,60,RL,12798,Pave,IR1,HLS,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,Gd,Y,4,1,Gd,8,Typ,0,,Attchd,RFn,2,603,TA,Y,0,5,2008,Normal,2304,3.5,702
801,30,RM,4800,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,Ex,Y,2,1,TA,5,Typ,0,,Detchd,Unf,2,440,TA,Y,0,7,2007,Normal,2392,2.0,0
802,60,RL,8199,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,410,TA,Y,0,10,2008,Normal,2184,3.5,54
803,60,RL,13891,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,Ex,Y,4,1,Ex,12,Typ,1,Gd,BuiltIn,RFn,3,1020,TA,Y,0,1,2009,Partial,4556,3.5,414
804,20,RL,9000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,TA,Y,2,1,TA,5,Min1,0,,Attchd,Unf,1,286,TA,Y,0,6,2006,Family,2064,1.0,0
805,20,RL,12274,Pave,IR1,Lvl,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Ex,6,Typ,0,,Attchd,RFn,2,554,TA,Y,0,7,2008,Partial,2845,2.0,60
806,80,RL,9750,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,Rec,Gd,Y,3,1,TA,6,Typ,0,,Attchd,Fin,1,384,TA,Y,0,10,2006,Normal,1960,2.0,68
807,70,RL,21384,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,Ex,Y,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2,528,TA,Y,0,5,2009,Normal,2900,3.5,312
808,80,RL,13400,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,TA,Y,3,1,TA,6,Typ,1,Gd,Attchd,RFn,2,484,TA,Y,0,6,2006,Normal,2110,2.0,0
809,75,RM,8100,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,TA,N,2,3,TA,11,Typ,0,,Detchd,Unf,2,360,Po,N,0,11,2009,Normal,2987,2.0,196
810,20,RL,10140,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,Fa,Y,3,1,Gd,5,Typ,1,Fa,Attchd,RFn,2,484,TA,Y,648,1,2006,Normal,2349,2.5,265
811,120,RM,4438,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,1,1,Gd,4,Typ,1,Gd,Attchd,Fin,2,420,TA,Y,0,6,2008,Normal,1696,2.0,140
812,20,C (all),8712,Grvl,Reg,Bnk,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,Unf,TA,N,2,1,Fa,4,Typ,0,,Basment,Unf,2,504,TA,N,0,6,2010,Alloca,1584,1.0,0
813,20,RL,9750,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,4,1,TA,7,Typ,0,,Attchd,RFn,1,301,TA,Y,0,4,2007,Normal,2884,1.5,275
814,50,RL,8248,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Gd,Y,3,1,Fa,7,Typ,0,,Detchd,Unf,1,280,TA,P,0,7,2006,Normal,1936,2.0,303
815,20,RL,12137,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,RFn,2,598,TA,Y,0,5,2010,Normal,3310,2.0,34
816,20,RL,11425,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Gd,Y,2,1,TA,4,Typ,1,Gd,Attchd,RFn,1,275,TA,Y,0,7,2006,Normal,2016,1.0,120
817,20,RL,13265,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,2,Gd,Attchd,RFn,3,857,TA,Y,0,7,2008,Normal,3257,3.0,209
818,80,RL,8816,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,Gd,Y,3,1,TA,6,Typ,0,,Attchd,Unf,2,440,TA,Y,0,6,2010,Normal,2062,2.0,0
819,120,RL,6371,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,484,TA,Y,0,6,2010,Partial,2716,3.0,227
820,60,RL,7226,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,RFn,2,595,TA,Y,0,6,2008,Normal,2438,2.5,45
821,20,RM,6000,Pave,Reg,Bnk,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,TA,N,2,1,TA,4,Min2,0,,Detchd,Unf,2,576,TA,Y,0,2,2009,Normal,1872,1.0,144
822,60,RL,12394,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2,433,TA,Y,0,10,2007,Family,2580,2.5,148
823,50,RL,9900,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,TA,Y,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,240,TA,Y,0,7,2009,Normal,2267,2.0,335
824,20,FV,11216,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,776,TA,Y,0,6,2006,Partial,2978,2.0,140
825,20,RL,14803,Pave,Reg,Lvl,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,1220,TA,Y,0,6,2008,Partial,4162,3.0,233
826,45,RM,6130,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,Gd,Y,2,1,Gd,5,Typ,0,,,,0,0,,Y,0,5,2008,Normal,1568,2.0,116
827,20,RL,8529,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2,527,TA,Y,0,4,2009,Normal,2888,2.0,329
828,60,RL,28698,Pave,IR2,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,ALQ,TA,Y,3,1,TA,7,Min2,0,,Attchd,Fin,2,538,TA,Y,0,6,2009,Abnorml,3139,3.0,711
829,160,FV,2544,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,2,1,Gd,4,Typ,0,,Detchd,RFn,2,480,TA,Y,0,7,2006,Normal,1823,2.5,166
830,20,RL,11900,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,3,1,TA,6,Typ,2,Gd,Attchd,RFn,2,458,TA,Y,0,6,2008,Normal,2784,2.5,192
831,160,FV,3180,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,2,1,Gd,4,Typ,0,,Detchd,RFn,2,480,TA,Y,0,6,2006,Normal,1800,2.5,166
832,60,RL,9548,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,613,TA,Y,0,1,2010,Normal,2770,3.5,231
833,20,RL,10004,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,TA,Y,3,1,TA,6,Typ,0,,Attchd,RFn,2,472,TA,Y,0,2,2009,Normal,3032,1.5,152
