,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,PoolArea,MoSold,YrSold,SaleCondition,TotalSF,TotalBath,TotalPorchSF,TotalBathSum,SalePrice
641,60,FV,60.0,7050,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,650,TA,Y,0,5,2007,Normal,2986,3,235,3.5,226000
642,80,RL,75.0,13860,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,Gd,Y,4,1,Ex,9,Typ,3,TA,Attchd,Fin,2,538,TA,Y,0,7,2009,Normal,4656,3,111,3.5,345000
643,60,RL,80.0,10793,Pave,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,BLQ,Ex,Y,4,1,TA,7,Min1,0,Gd,Attchd,Fin,2,462,TA,Y,0,4,2007,Normal,2400,3,0,2.5,152000
644,20,FV,85.0,9187,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,Stone,Ex,TA,PConc,Ex,TA,Mn,GLQ,Unf,Ex,Y,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,478,TA,Y,0,10,2009,Partial,3532,3,130,3.5,370878
645,20,RL,60.0,10530,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,TA,Y,3,1,TA,5,Typ,0,Gd,Detchd,Unf,2,576,TA,Y,0,3,2007,Normal,1962,2,352,2.5,143250
646,20,RL,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,3,1,TA,7,Min1,0,Gd,Detchd,Unf,2,420,TA,Y,0,7,2008,Normal,1048,1,27,1.0,98300
647,20,RL,85.0,10452,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,Stone,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,Ex,Y,3,1,TA,5,Typ,2,Gd,Attchd,RFn,2,495,TA,Y,0,6,2008,Normal,2188,1,287,1.0,155000
648,60,RL,70.0,7700,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,4,1,TA,7,Typ,1,TA,Attchd,Unf,2,442,TA,Y,0,6,2010,Normal,2595,2,340,1.5,155000
649,180,RM,21.0,1936,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,None,TA,TA,CBlock,Gd,TA,Av,BLQ,GLQ,Gd,Y,1,1,TA,3,Typ,0,Gd,Attchd,Unf,0,0,TA,Y,0,12,2007,Normal,1260,1,0,2.0,84500
650,60,FV,65.0,8125,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,0,Gd,Attchd,RFn,2,562,TA,Y,0,5,2008,Normal,2478,3,0,2.5,205950
651,70,RL,60.0,9084,Pave,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,TA,Y,4,1,TA,7,Typ,1,Gd,Detchd,Unf,1,296,Po,P,0,10,2009,Normal,2265,1,0,2.0,108000
652,60,RL,70.0,8750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,2,1,Gd,7,Typ,1,TA,Attchd,RFn,2,512,TA,Y,0,7,2009,Normal,2596,3,120,2.5,191000
653,50,RM,60.0,10320,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,7,Typ,0,Gd,Detchd,Unf,1,216,TA,Y,0,6,2008,Normal,2225,1,239,1.0,135000
654,20,RL,91.0,10437,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,Gd,Gd,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,2,1,Gd,7,Typ,1,TA,Attchd,Fin,3,839,TA,Y,0,8,2008,Normal,4222,3,46,3.5,350000
655,160,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,3,1,TA,6,Typ,0,Gd,Detchd,Unf,1,264,TA,Y,0,3,2010,Family,1617,2,0,1.5,88000
656,20,RL,72.0,10007,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,3,1,Gd,5,Typ,0,Gd,Attchd,RFn,1,312,TA,Y,0,8,2008,Normal,2106,2,0,2.5,145500
657,70,RL,60.0,7200,Pave,Reg,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,None,TA,Fa,BrkTil,Gd,TA,No,Unf,Unf,TA,Y,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1,270,TA,P,0,2,2008,Normal,2278,2,112,1.5,149000
658,50,RL,78.0,17503,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,330,TA,Y,0,1,2010,Abnorml,2370,1,0,1.5,97500
659,20,RL,75.0,9937,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,None,TA,Gd,PConc,TA,TA,No,BLQ,Unf,Ex,Y,3,1,TA,7,Typ,0,Gd,Detchd,Fin,2,480,TA,Y,0,3,2009,Normal,2972,1,0,2.0,167000
660,60,RL,60.0,12384,Pave,Reg,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,TA,Y,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,550,TA,Y,0,11,2007,Normal,2728,3,365,2.5,197900
661,60,RL,52.0,46589,Pave,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,Gd,No,GLQ,Rec,Ex,Y,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3,711,TA,Y,0,7,2009,Normal,4077,3,76,3.5,402000
662,20,RL,120.0,13560,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,BrkFace,TA,TA,CBlock,Fa,Fa,No,Unf,Unf,Gd,Y,2,1,TA,5,Maj2,2,TA,Attchd,RFn,2,576,TA,Y,0,7,2009,Normal,2784,1,240,2.0,110000
663,85,RL,90.0,10012,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,None,TA,TA,CBlock,Gd,TA,Av,BLQ,Rec,TA,Y,3,1,TA,6,Typ,0,Gd,Detchd,RFn,2,588,TA,Y,0,4,2008,Normal,2319,2,180,3.0,137500
664,20,RL,49.0,20896,Pave,IR2,Lvl,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,Ex,Y,1,1,Ex,8,Typ,1,Ex,Attchd,Fin,3,1134,TA,Y,0,1,2006,Partial,4174,2,267,2.5,423000
665,60,RL,106.0,11194,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,504,TA,Y,0,11,2006,Normal,3342,3,124,2.5,230500
666,60,RL,60.0,18450,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,BrkCmn,TA,Gd,CBlock,Gd,TA,No,LwQ,Rec,TA,Y,3,1,TA,7,Sev,1,Po,CarPort,Unf,2,596,TA,Y,0,8,2007,Abnorml,3401,3,265,2.5,129000
667,20,RL,65.0,8125,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,Fa,Attchd,RFn,2,575,TA,Y,0,10,2008,Normal,3087,2,42,3.0,193500
668,20,RL,60.0,14175,Pave,Reg,Bnk,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,3,1,TA,6,Min2,1,TA,Detchd,Unf,2,576,TA,Y,0,11,2006,Normal,2625,2,0,2.5,168000
669,30,RL,80.0,11600,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,Ex,Y,2,1,Fa,5,Typ,1,Gd,Detchd,Unf,1,252,Fa,Y,0,7,2006,Normal,1880,1,67,1.0,137500
670,60,RL,64.0,8633,Pave,Reg,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,Gd,Attchd,Fin,2,540,TA,Y,0,2,2009,Normal,2214,3,35,3.5,173500
671,70,RH,54.0,6629,Pave,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,TA,N,3,1,TA,6,Typ,0,Gd,Detchd,Unf,1,300,TA,Y,0,7,2009,Normal,2041,2,0,3.0,103600
672,20,RL,60.0,11250,Pave,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,None,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,TA,Y,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,546,TA,Y,0,6,2006,Normal,2416,2,42,2.5,165000
673,20,RL,110.0,14442,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,BrkFace,TA,TA,PConc,TA,TA,No,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,2,TA,Attchd,Fin,2,416,TA,Y,0,6,2007,Normal,3316,2,287,3.0,257500
674,20,RL,80.0,9200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,3,1,TA,5,Typ,1,Gd,Attchd,RFn,1,384,TA,Y,0,7,2008,Normal,2272,1,0,2.0,140000
675,160,RL,24.0,2289,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,440,TA,Y,0,4,2009,Normal,2296,3,0,2.5,148500
676,70,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,Fa,N,4,2,TA,8,Min2,0,Gd,2Types,Unf,3,779,Fa,N,0,5,2006,Normal,2869,2,90,3.0,87000
677,30,RL,52.0,9022,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,2,1,Gd,5,Typ,0,Gd,Detchd,Unf,1,240,Fa,N,0,5,2009,Normal,1560,1,120,1.0,109500
678,20,RL,80.0,11844,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,Stone,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3,834,TA,Y,0,7,2009,Partial,4092,3,82,2.5,372500
679,20,RL,60.0,9945,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,3,1,TA,5,Typ,0,Gd,Detchd,Unf,2,572,TA,Y,0,10,2007,Normal,1976,1,0,2.0,128500
680,120,RL,50.0,8012,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,None,TA,TA,CBlock,Gd,TA,No,BLQ,BLQ,TA,Y,2,1,TA,5,Typ,1,TA,Attchd,RFn,1,264,TA,Y,0,5,2010,Normal,1846,2,0,2.0,143000
681,50,RH,55.0,4500,Pave,IR2,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,Ex,Y,3,1,TA,6,Typ,0,Gd,Detchd,Unf,1,281,TA,Y,0,7,2009,Abnorml,2313,1,56,1.0,159434
682,120,RL,60.0,2887,Pave,Reg,HLS,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,2,1,Gd,6,Typ,1,Gd,Attchd,Unf,2,431,TA,Y,0,11,2008,Normal,2582,1,0,2.0,173000
683,20,RL,90.0,11248,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,TA,Attchd,Fin,3,702,TA,Y,0,7,2007,Normal,3294,2,45,3.0,285000
684,60,RL,58.0,16770,Pave,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,4,1,TA,7,Typ,0,Gd,Attchd,Fin,2,486,TA,Y,0,6,2010,Normal,3034,3,81,2.5,221000
685,160,RL,60.0,5062,Pave,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,None,Gd,TA,CBlock,Gd,TA,Mn,GLQ,LwQ,Gd,Y,3,1,Gd,6,Min1,1,TA,Attchd,Fin,2,577,TA,Y,0,9,2007,Normal,3280,2,0,3.0,207500
686,60,FV,84.0,10207,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,0,Gd,Attchd,Fin,2,578,TA,Y,0,8,2007,Partial,2635,3,105,3.0,227875
687,160,FV,60.0,5105,Pave,IR2,Lvl,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,4,Typ,0,Gd,Detchd,Unf,2,480,TA,Y,0,3,2007,Normal,1653,3,60,2.5,148800
688,20,RL,60.0,8089,Pave,Reg,HLS,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,2,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,567,TA,Y,0,10,2007,Partial,2838,2,0,3.0,392000
689,120,RL,61.0,7577,Pave,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,Stone,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,Ex,Y,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,460,TA,Y,0,6,2007,Normal,2724,2,28,2.0,194700
690,120,RM,60.0,4426,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,1,1,Gd,3,Typ,1,TA,Attchd,RFn,2,420,TA,Y,0,5,2008,Normal,1696,1,0,2.0,141000
691,60,RL,104.0,21535,Pave,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,4,1,Ex,10,Typ,2,Ex,Attchd,Fin,3,832,TA,Y,0,1,2007,Normal,6760,4,50,4.0,755000
692,60,RL,42.0,26178,Pave,IR1,Lvl,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,4,1,Gd,9,Typ,2,Gd,Attchd,RFn,2,628,TA,Y,0,4,2006,Normal,3729,3,27,3.5,335000
693,30,RL,60.0,5400,Pave,Reg,Lvl,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,2,1,TA,4,Typ,0,Gd,Detchd,Unf,1,326,TA,Y,0,12,2006,Abnorml,2146,1,112,1.0,108480
694,50,RM,51.0,6120,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,TA,Y,3,1,TA,5,Typ,0,Gd,Detchd,Unf,2,576,TA,Y,0,4,2009,Normal,2466,2,0,1.5,141500
695,20,RL,54.0,13811,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,TA,TA,CBlock,Gd,Gd,No,GLQ,LwQ,Gd,Y,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2,551,TA,Y,0,7,2006,Normal,2249,2,0,3.0,176000
696,30,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,Gd,Y,2,1,TA,4,Typ,0,Gd,Detchd,Unf,1,205,TA,Y,0,6,2006,Normal,1232,1,129,1.0,89000
697,20,RL,57.0,6420,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,PConc,Ex,Gd,Mn,LwQ,ALQ,Fa,Y,2,1,TA,6,Typ,0,Gd,Detchd,Unf,1,308,TA,Y,0,9,2006,Normal,2128,1,0,1.5,123500
698,20,RL,65.0,8450,Pave,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,None,TA,Gd,CBlock,TA,TA,No,GLQ,BLQ,Ex,Y,3,1,TA,5,Typ,1,Gd,Detchd,Unf,1,336,TA,Y,0,4,2010,Normal,1788,1,144,2.0,138500
699,120,FV,59.0,4282,Pave,IR2,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,2,1,Gd,5,Typ,0,Gd,Attchd,RFn,2,530,TA,Y,0,7,2008,Normal,2782,2,158,2.0,196000
700,20,RL,85.0,14331,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3,765,TA,Y,0,5,2006,Normal,3600,2,78,3.0,312500
701,20,RL,80.0,9600,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,3,1,TA,6,Typ,0,Gd,Attchd,Unf,2,528,TA,Y,0,7,2006,Normal,2328,2,0,1.5,140000
702,60,RL,82.0,12438,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Ex,TA,PConc,Ex,Gd,No,Unf,Unf,Ex,Y,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,666,TA,Y,0,7,2006,Partial,3810,3,100,2.5,361919
703,190,RM,76.0,7630,Pave,Reg,Lvl,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,Gd,BrkTil,Gd,TA,No,Unf,Unf,Gd,Y,4,2,Gd,8,Typ,1,Po,Detchd,Unf,2,672,TA,N,0,5,2010,Normal,2172,2,40,2.0,140000
704,20,RL,70.0,8400,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,Gd,Attchd,RFn,2,606,TA,Y,0,5,2010,Normal,2957,2,179,3.0,213000
705,190,RM,70.0,5600,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,None,Fa,Fa,Slab,TA,TA,No,Unf,Unf,Fa,N,3,2,Fa,7,Mod,0,Gd,Attchd,Unf,0,0,TA,N,0,7,2010,Normal,1092,2,0,2.0,55000
706,20,RL,60.0,115149,Pave,IR2,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,Stone,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,TA,Y,2,1,Gd,5,Typ,2,TA,Attchd,Unf,2,739,TA,Y,0,6,2007,Normal,3467,2,48,3.0,302000
707,120,RL,48.0,6240,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,550,TA,Y,0,12,2009,Normal,2648,2,38,3.0,254000
708,60,RL,65.0,9018,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,400,TA,Y,0,7,2007,Partial,2184,3,24,2.5,179540
709,20,RL,60.0,7162,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,BrkCmn,TA,TA,PConc,TA,TA,No,Unf,Unf,TA,Y,3,1,TA,6,Typ,0,Gd,Attchd,Unf,1,408,TA,Y,0,12,2008,Abnorml,1780,1,0,1.0,109900
